season,home_team_goal,away_team_goal,home_name,away_name
2009/2010,2,1,Beerschot AC,Sporting Lokeren
2009/2010,1,1,RSC Anderlecht,KAA Gent
2009/2010,1,2,KRC Genk,Sporting Charleroi
2009/2010,1,2,KSV Cercle Brugge,Beerschot AC
2009/2010,1,3,Sporting Lokeren,Standard de Liège
2009/2010,0,1,KV Kortrijk,Sint-Truidense VV
2009/2010,3,2,KV Mechelen,KSV Roeselare
2009/2010,1,4,KVC Westerlo,Club Brugge KV
2009/2010,3,1,Club Brugge KV,SV Zulte-Waregem
2009/2010,1,1,Standard de Liège,KSV Cercle Brugge
2009/2010,2,4,Sint-Truidense VV,KRC Genk
2009/2010,1,2,Sporting Charleroi,KV Mechelen
2009/2010,1,2,KAA Gent,KVC Westerlo
2009/2010,1,2,KSV Roeselare,Sporting Lokeren
2009/2010,1,0,Beerschot AC,KV Kortrijk
2009/2010,1,0,RSC Anderlecht,Beerschot AC
2009/2010,1,1,KRC Genk,KSV Roeselare
2009/2010,3,1,SV Zulte-Waregem,KAA Gent
2009/2010,1,0,KSV Cercle Brugge,KV Mechelen
2009/2010,4,1,Sporting Lokeren,Sporting Charleroi
2009/2010,0,2,KV Kortrijk,Standard de Liège
2009/2010,2,0,KVC Westerlo,Sint-Truidense VV
2010/2011,1,0,Sint-Truidense VV,Lierse SK
2010/2011,1,0,KV Kortrijk,Club Brugge KV
2010/2011,2,0,KV Mechelen,Sporting Lokeren
2010/2011,0,1,KVC Westerlo,KAA Gent
2010/2011,4,1,RSC Anderlecht,KAS Eupen
2010/2011,1,1,Standard de Liège,SV Zulte-Waregem
2010/2011,1,1,KSV Cercle Brugge,Sporting Charleroi
2010/2011,2,1,KRC Genk,Beerschot AC
2010/2011,3,2,Club Brugge KV,KAA Gent
2010/2011,5,1,Standard de Liège,RSC Anderlecht
2010/2011,1,2,Sint-Truidense VV,KVC Westerlo
2010/2011,1,1,SV Zulte-Waregem,Sporting Charleroi
2010/2011,1,0,Sporting Lokeren,Beerschot AC
2010/2011,3,1,KV Kortrijk,KAS Eupen
2010/2011,2,2,KV Mechelen,KRC Genk
2010/2011,0,1,Lierse SK,KSV Cercle Brugge
2010/2011,2,0,KAA Gent,KV Kortrijk
2010/2011,4,2,KRC Genk,Standard de Liège
2010/2011,1,1,Beerschot AC,Lierse SK
2010/2011,2,3,SV Zulte-Waregem,Club Brugge KV
2010/2011,1,2,Sporting Charleroi,Sporting Lokeren
2010/2011,6,0,KAS Eupen,Sint-Truidense VV
2010/2011,1,1,KVC Westerlo,KV Mechelen
2010/2011,1,0,KSV Cercle Brugge,RSC Anderlecht
2010/2011,2,0,RSC Anderlecht,KVC Westerlo
2010/2011,2,1,Standard de Liège,KAA Gent
2010/2011,3,2,Sint-Truidense VV,Sporting Charleroi
2010/2011,1,0,Sporting Lokeren,Club Brugge KV
2010/2011,1,0,KV Kortrijk,KRC Genk
2010/2011,5,1,KV Mechelen,Beerschot AC
2010/2011,0,0,Lierse SK,SV Zulte-Waregem
2010/2011,2,1,KSV Cercle Brugge,KAS Eupen
2010/2011,2,2,Club Brugge KV,Standard de Liège
2010/2011,3,1,KAA Gent,KV Mechelen
2010/2011,1,2,KRC Genk,RSC Anderlecht
2010/2011,0,0,Beerschot AC,Sint-Truidense VV
2010/2011,1,1,SV Zulte-Waregem,Sporting Lokeren
2010/2011,0,0,Sporting Charleroi,KV Kortrijk
2010/2011,2,2,KAS Eupen,Lierse SK
2010/2011,2,1,KVC Westerlo,KSV Cercle Brugge
2010/2011,2,2,RSC Anderlecht,Club Brugge KV
2010/2011,1,3,Standard de Liège,KAS Eupen
2010/2011,0,3,Sint-Truidense VV,SV Zulte-Waregem
2010/2011,4,0,KV Kortrijk,Beerschot AC
2010/2011,2,0,KV Mechelen,Sporting Charleroi
2010/2011,2,2,Lierse SK,Sporting Lokeren
2010/2011,1,1,KVC Westerlo,KRC Genk
2010/2011,0,1,KSV Cercle Brugge,KAA Gent
2010/2011,2,0,Club Brugge KV,Lierse SK
2010/2011,1,2,KAA Gent,RSC Anderlecht
2010/2011,3,0,KRC Genk,KSV Cercle Brugge
2010/2011,0,1,Beerschot AC,Standard de Liège
2010/2011,1,1,SV Zulte-Waregem,KV Kortrijk
2010/2011,0,1,Sporting Charleroi,KVC Westerlo
2010/2011,3,0,Sporting Lokeren,Sint-Truidense VV
2010/2011,0,1,KAS Eupen,KV Mechelen
2010/2011,0,1,Club Brugge KV,KSV Cercle Brugge
2010/2011,4,4,KAA Gent,KVC Westerlo
2010/2011,0,1,Beerschot AC,RSC Anderlecht
2010/2011,2,0,SV Zulte-Waregem,Standard de Liège
2010/2011,1,3,Sporting Charleroi,KRC Genk
2010/2011,3,1,Sporting Lokeren,KV Mechelen
2010/2011,1,2,Lierse SK,Sint-Truidense VV
2010/2011,3,1,KAS Eupen,KV Kortrijk
2010/2011,4,1,RSC Anderlecht,Sporting Charleroi
2010/2011,7,0,Standard de Liège,Lierse SK
2010/2011,1,2,KRC Genk,KAA Gent
2010/2011,2,1,Sint-Truidense VV,Club Brugge KV
2010/2011,0,0,KV Kortrijk,Sporting Lokeren
2010/2011,0,0,KV Mechelen,SV Zulte-Waregem
2010/2011,1,1,KVC Westerlo,KAS Eupen
2010/2011,1,1,KSV Cercle Brugge,Beerschot AC
2010/2011,4,3,Club Brugge KV,KVC Westerlo
2010/2011,0,1,Beerschot AC,KRC Genk
2010/2011,1,0,Sint-Truidense VV,KV Kortrijk
2010/2011,1,2,SV Zulte-Waregem,RSC Anderlecht
2010/2011,0,3,Sporting Charleroi,KSV Cercle Brugge
2010/2011,2,1,Sporting Lokeren,Standard de Liège
2010/2011,2,1,Lierse SK,KV Mechelen
2010/2011,0,3,KAS Eupen,KAA Gent
2010/2011,0,0,RSC Anderlecht,Sporting Lokeren
2010/2011,1,0,Standard de Liège,Sint-Truidense VV
2010/2011,2,1,KAA Gent,Sporting Charleroi
2010/2011,5,1,KRC Genk,KAS Eupen
2010/2011,3,1,KV Kortrijk,Lierse SK
2010/2011,0,1,KV Mechelen,Club Brugge KV
2010/2011,1,1,KVC Westerlo,Beerschot AC
2010/2011,1,3,KSV Cercle Brugge,SV Zulte-Waregem
2010/2011,4,1,Club Brugge KV,Sint-Truidense VV
2010/2011,0,4,KAA Gent,KRC Genk
2010/2011,0,0,Beerschot AC,KSV Cercle Brugge
2010/2011,1,2,SV Zulte-Waregem,KV Mechelen
2010/2011,0,0,Sporting Charleroi,RSC Anderlecht
2010/2011,1,1,Sporting Lokeren,KV Kortrijk
2010/2011,1,4,Lierse SK,Standard de Liège
2010/2011,0,1,KAS Eupen,KVC Westerlo
2010/2011,0,2,Club Brugge KV,RSC Anderlecht
2010/2011,2,2,Beerschot AC,KAA Gent
2010/2011,0,1,Sint-Truidense VV,KV Mechelen
2010/2011,2,0,SV Zulte-Waregem,KVC Westerlo
2010/2011,2,1,Sporting Lokeren,KSV Cercle Brugge
2010/2011,2,1,KV Kortrijk,Standard de Liège
2010/2011,1,1,Lierse SK,KRC Genk
2010/2011,1,0,KAS Eupen,Sporting Charleroi
2010/2011,6,0,RSC Anderlecht,Lierse SK
2010/2011,0,2,KAA Gent,Club Brugge KV
2010/2011,1,1,KRC Genk,Sint-Truidense VV
2010/2011,2,0,Sporting Charleroi,Beerschot AC
2010/2011,1,0,KV Mechelen,KV Kortrijk
2010/2011,0,2,KAS Eupen,SV Zulte-Waregem
2010/2011,1,2,KVC Westerlo,Sporting Lokeren
2010/2011,1,0,KSV Cercle Brugge,Standard de Liège
2010/2011,5,0,Club Brugge KV,Sporting Charleroi
2010/2011,3,0,Standard de Liège,KV Mechelen
2010/2011,0,0,Beerschot AC,KAS Eupen
2010/2011,0,3,Sint-Truidense VV,KSV Cercle Brugge
2010/2011,2,2,SV Zulte-Waregem,KAA Gent
2010/2011,2,2,Sporting Lokeren,KRC Genk
2010/2011,0,2,KV Kortrijk,RSC Anderlecht
2010/2011,2,1,Lierse SK,KVC Westerlo
2010/2011,2,0,RSC Anderlecht,Standard de Liège
2010/2011,2,1,KAA Gent,Sporting Lokeren
2010/2011,3,2,KRC Genk,KV Kortrijk
2010/2011,3,0,Beerschot AC,SV Zulte-Waregem
2010/2011,0,0,Sporting Charleroi,KV Mechelen
2010/2011,1,4,KAS Eupen,Club Brugge KV
2010/2011,3,0,KVC Westerlo,Sint-Truidense VV
2010/2011,3,0,KSV Cercle Brugge,Lierse SK
2010/2011,1,0,Club Brugge KV,Beerschot AC
2010/2011,2,1,Standard de Liège,KVC Westerlo
2010/2011,1,1,Sint-Truidense VV,KAA Gent
2010/2011,0,1,SV Zulte-Waregem,KRC Genk
2010/2011,0,2,Sporting Lokeren,KAS Eupen
2010/2011,2,1,KV Kortrijk,KSV Cercle Brugge
2010/2011,0,0,KV Mechelen,RSC Anderlecht
2010/2011,1,0,Lierse SK,Sporting Charleroi
2010/2011,2,0,RSC Anderlecht,Sint-Truidense VV
2010/2011,4,1,KAA Gent,Lierse SK
2010/2011,1,0,KRC Genk,Club Brugge KV
2010/2011,1,1,Beerschot AC,Sporting Lokeren
2010/2011,2,0,Sporting Charleroi,SV Zulte-Waregem
2010/2011,0,1,KAS Eupen,Standard de Liège
2010/2011,2,1,KVC Westerlo,KV Kortrijk
2010/2011,0,1,KSV Cercle Brugge,KV Mechelen
2010/2011,2,0,Club Brugge KV,SV Zulte-Waregem
2010/2011,1,0,RSC Anderlecht,KSV Cercle Brugge
2010/2011,0,2,Standard de Liège,KRC Genk
2010/2011,1,1,Sint-Truidense VV,KAS Eupen
2010/2011,1,1,Sporting Lokeren,Sporting Charleroi
2010/2011,0,1,KV Kortrijk,KAA Gent
2010/2011,3,1,KV Mechelen,KVC Westerlo
2010/2011,2,2,Lierse SK,Beerschot AC
2010/2011,2,1,Club Brugge KV,Sporting Lokeren
2010/2011,4,1,KAA Gent,Standard de Liège
2010/2011,1,0,KRC Genk,KV Mechelen
2010/2011,3,1,Beerschot AC,KV Kortrijk
2010/2011,1,1,SV Zulte-Waregem,Lierse SK
2010/2011,1,0,Sporting Charleroi,Sint-Truidense VV
2010/2011,0,0,KAS Eupen,KSV Cercle Brugge
2010/2011,2,0,KVC Westerlo,RSC Anderlecht
2010/2011,1,1,RSC Anderlecht,KRC Genk
2010/2011,2,2,Standard de Liège,Club Brugge KV
2010/2011,1,0,Sint-Truidense VV,Beerschot AC
2010/2011,2,1,Sporting Lokeren,SV Zulte-Waregem
2010/2011,3,0,KV Kortrijk,Sporting Charleroi
2010/2011,1,1,KV Mechelen,KAA Gent
2010/2011,1,1,Lierse SK,KAS Eupen
2010/2011,0,1,KSV Cercle Brugge,KVC Westerlo
2010/2011,4,1,Club Brugge KV,KV Kortrijk
2010/2011,1,0,KAA Gent,KSV Cercle Brugge
2010/2011,0,2,KRC Genk,KVC Westerlo
2010/2011,1,1,Beerschot AC,KV Mechelen
2010/2011,1,2,SV Zulte-Waregem,Sint-Truidense VV
2010/2011,0,2,Sporting Charleroi,Standard de Liège
2010/2011,1,1,Sporting Lokeren,Lierse SK
2010/2011,1,1,KAS Eupen,RSC Anderlecht
2010/2011,4,0,RSC Anderlecht,Beerschot AC
2010/2011,3,3,Standard de Liège,Sporting Lokeren
2010/2011,2,1,KAA Gent,KAS Eupen
2010/2011,5,0,KRC Genk,Sporting Charleroi
2010/2011,2,0,KV Kortrijk,Sint-Truidense VV
2010/2011,1,0,KV Mechelen,Lierse SK
2010/2011,1,1,KVC Westerlo,SV Zulte-Waregem
2010/2011,3,1,KSV Cercle Brugge,Club Brugge KV
2010/2011,3,2,RSC Anderlecht,KAA Gent
2010/2011,1,0,Standard de Liège,Beerschot AC
2010/2011,0,2,Sint-Truidense VV,Sporting Lokeren
2010/2011,2,2,KV Kortrijk,SV Zulte-Waregem
2010/2011,2,0,KV Mechelen,KAS Eupen
2010/2011,0,0,Lierse SK,Club Brugge KV
2010/2011,2,2,KVC Westerlo,Sporting Charleroi
2010/2011,0,1,KSV Cercle Brugge,KRC Genk
2010/2011,1,2,Club Brugge KV,KV Mechelen
2010/2011,0,0,Beerschot AC,KVC Westerlo
2010/2011,1,0,Sint-Truidense VV,Standard de Liège
2010/2011,4,0,SV Zulte-Waregem,KSV Cercle Brugge
2010/2011,1,3,Sporting Charleroi,KAA Gent
2010/2011,0,3,Sporting Lokeren,RSC Anderlecht
2010/2011,1,2,Lierse SK,KV Kortrijk
2010/2011,1,4,KAS Eupen,KRC Genk
2010/2011,0,0,RSC Anderlecht,SV Zulte-Waregem
2010/2011,1,0,Standard de Liège,KV Kortrijk
2010/2011,1,0,KAA Gent,Beerschot AC
2010/2011,4,1,KRC Genk,Lierse SK
2010/2011,2,0,Sporting Charleroi,KAS Eupen
2010/2011,0,0,KV Mechelen,Sint-Truidense VV
2010/2011,1,2,KVC Westerlo,Club Brugge KV
2010/2011,1,1,KSV Cercle Brugge,Sporting Lokeren
2010/2011,2,2,Club Brugge KV,KRC Genk
2010/2011,2,0,Standard de Liège,KSV Cercle Brugge
2010/2011,1,0,Beerschot AC,Sporting Charleroi
2010/2011,0,2,Sint-Truidense VV,RSC Anderlecht
2010/2011,0,0,SV Zulte-Waregem,KAS Eupen
2010/2011,3,1,Sporting Lokeren,KVC Westerlo
2010/2011,1,0,KV Kortrijk,KV Mechelen
2010/2011,2,2,Lierse SK,KAA Gent
2010/2011,3,0,RSC Anderlecht,KV Kortrijk
2010/2011,5,3,KAA Gent,SV Zulte-Waregem
2010/2011,3,1,KRC Genk,Sporting Lokeren
2010/2011,0,5,Sporting Charleroi,Club Brugge KV
2010/2011,1,0,KV Mechelen,Standard de Liège
2010/2011,0,1,KAS Eupen,Beerschot AC
2010/2011,2,0,KVC Westerlo,Lierse SK
2010/2011,4,2,KSV Cercle Brugge,Sint-Truidense VV
2010/2011,4,0,Club Brugge KV,KAS Eupen
2010/2011,2,1,Standard de Liège,Sporting Charleroi
2010/2011,0,2,Sint-Truidense VV,KRC Genk
2010/2011,4,3,SV Zulte-Waregem,Beerschot AC
2010/2011,3,2,Sporting Lokeren,KAA Gent
2010/2011,1,2,KV Kortrijk,KVC Westerlo
2010/2011,2,2,KV Mechelen,KSV Cercle Brugge
2010/2011,1,1,Lierse SK,RSC Anderlecht
2010/2011,5,0,RSC Anderlecht,KV Mechelen
2010/2011,2,0,KAA Gent,Sint-Truidense VV
2010/2011,3,0,KRC Genk,SV Zulte-Waregem
2010/2011,2,1,Beerschot AC,Club Brugge KV
2010/2011,0,1,Sporting Charleroi,Lierse SK
2010/2011,0,1,KAS Eupen,Sporting Lokeren
2010/2011,1,2,KVC Westerlo,Standard de Liège
2010/2011,2,1,KSV Cercle Brugge,KV Kortrijk
2011/2012,2,1,Oud-Heverlee Leuven,RSC Anderlecht
2011/2012,1,1,RAEC Mons,Standard de Liège
2011/2012,3,1,KRC Genk,Beerschot AC
2011/2012,0,1,KAA Gent,KSV Cercle Brugge
2011/2012,0,0,Sporting Lokeren,SV Zulte-Waregem
2011/2012,1,1,KV Kortrijk,Lierse SK
2011/2012,2,1,KV Mechelen,Sint-Truidense VV
2011/2012,5,0,Club Brugge KV,KVC Westerlo
2011/2012,2,0,Club Brugge KV,KAA Gent
2011/2012,5,0,RSC Anderlecht,Standard de Liège
2011/2012,2,4,Sint-Truidense VV,Beerschot AC
2011/2012,1,2,SV Zulte-Waregem,Lierse SK
2011/2012,1,1,Oud-Heverlee Leuven,KVC Westerlo
2011/2012,3,1,Sporting Lokeren,KRC Genk
2011/2012,1,2,KV Mechelen,KSV Cercle Brugge
2011/2012,3,1,RAEC Mons,KV Kortrijk
2011/2012,1,0,Standard de Liège,SV Zulte-Waregem
2011/2012,2,0,KRC Genk,RAEC Mons
2011/2012,3,1,KAA Gent,Sporting Lokeren
2011/2012,2,2,Beerschot AC,KV Mechelen
2011/2012,2,1,KV Kortrijk,Club Brugge KV
2011/2012,0,2,Lierse SK,Sint-Truidense VV
2011/2012,1,2,KVC Westerlo,RSC Anderlecht
2011/2012,2,0,KSV Cercle Brugge,Oud-Heverlee Leuven
2011/2012,4,5,Club Brugge KV,KRC Genk
2011/2012,4,0,RSC Anderlecht,Lierse SK
2011/2012,1,1,Sint-Truidense VV,Standard de Liège
2011/2012,1,1,SV Zulte-Waregem,KSV Cercle Brugge
2011/2012,3,2,Oud-Heverlee Leuven,Beerschot AC
2011/2012,1,4,Sporting Lokeren,KV Kortrijk
2011/2012,1,0,KV Mechelen,KVC Westerlo
2011/2012,1,1,RAEC Mons,KAA Gent
2011/2012,2,1,Standard de Liège,Club Brugge KV
2011/2012,2,2,KRC Genk,KV Kortrijk
2011/2012,6,2,KAA Gent,KV Mechelen
2011/2012,2,0,Beerschot AC,RAEC Mons
2011/2012,0,0,SV Zulte-Waregem,Sint-Truidense VV
2011/2012,3,1,Lierse SK,Oud-Heverlee Leuven
2011/2012,2,4,KVC Westerlo,Sporting Lokeren
2011/2012,1,0,KSV Cercle Brugge,RSC Anderlecht
2011/2012,1,0,Club Brugge KV,KSV Cercle Brugge
2011/2012,3,1,RSC Anderlecht,Sint-Truidense VV
2011/2012,3,0,KRC Genk,KVC Westerlo
2011/2012,1,3,Oud-Heverlee Leuven,Standard de Liège
2011/2012,1,1,Sporting Lokeren,Beerschot AC
2011/2012,0,4,KV Kortrijk,KAA Gent
2011/2012,1,1,KV Mechelen,SV Zulte-Waregem
2011/2012,2,1,RAEC Mons,Lierse SK
2011/2012,3,2,Standard de Liège,KV Mechelen
2011/2012,2,0,KAA Gent,KRC Genk
2011/2012,0,1,Beerschot AC,KV Kortrijk
2011/2012,2,1,Sint-Truidense VV,Oud-Heverlee Leuven
2011/2012,2,3,SV Zulte-Waregem,RSC Anderlecht
2011/2012,0,1,Lierse SK,Club Brugge KV
2011/2012,2,1,KVC Westerlo,RAEC Mons
2011/2012,1,1,KSV Cercle Brugge,Sporting Lokeren
2011/2012,0,0,RSC Anderlecht,Oud-Heverlee Leuven
2011/2012,0,0,Standard de Liège,KAA Gent
2011/2012,2,0,Beerschot AC,KRC Genk
2011/2012,2,3,Sint-Truidense VV,RAEC Mons
2011/2012,1,1,SV Zulte-Waregem,Sporting Lokeren
2011/2012,2,2,Lierse SK,KV Mechelen
2011/2012,0,1,KVC Westerlo,Club Brugge KV
2011/2012,1,2,KSV Cercle Brugge,KV Kortrijk
2011/2012,1,0,Club Brugge KV,Sint-Truidense VV
2011/2012,4,0,KRC Genk,Lierse SK
2011/2012,2,2,Oud-Heverlee Leuven,SV Zulte-Waregem
2011/2012,1,1,Sporting Lokeren,Standard de Liège
2011/2012,1,0,KV Kortrijk,KVC Westerlo
2011/2012,2,1,KV Mechelen,RSC Anderlecht
2011/2012,0,2,RAEC Mons,KSV Cercle Brugge
2011/2012,0,1,KAA Gent,Beerschot AC
2011/2012,3,2,RSC Anderlecht,Sporting Lokeren
2011/2012,0,0,Standard de Liège,KRC Genk
2011/2012,0,0,Sint-Truidense VV,KV Mechelen
2011/2012,2,3,SV Zulte-Waregem,RAEC Mons
2011/2012,3,1,Oud-Heverlee Leuven,Club Brugge KV
2011/2012,2,0,Lierse SK,KV Kortrijk
2011/2012,3,1,KVC Westerlo,Beerschot AC
2011/2012,0,1,KSV Cercle Brugge,KAA Gent
2011/2012,1,0,Club Brugge KV,SV Zulte-Waregem
2011/2012,4,2,KRC Genk,KSV Cercle Brugge
2011/2012,3,1,KAA Gent,KVC Westerlo
2011/2012,0,0,Beerschot AC,Lierse SK
2011/2012,0,0,Sporting Lokeren,Sint-Truidense VV
2011/2012,2,0,KV Kortrijk,Standard de Liège
2011/2012,2,2,KV Mechelen,Oud-Heverlee Leuven
2011/2012,1,1,RAEC Mons,RSC Anderlecht
2011/2012,3,1,RSC Anderlecht,KV Mechelen
2011/2012,3,1,Standard de Liège,Sporting Lokeren
2011/2012,2,2,Beerschot AC,KAA Gent
2011/2012,3,3,Sint-Truidense VV,Club Brugge KV
2011/2012,2,1,SV Zulte-Waregem,Oud-Heverlee Leuven
2011/2012,0,0,Lierse SK,KRC Genk
2011/2012,0,0,KVC Westerlo,KV Kortrijk
2011/2012,1,1,KSV Cercle Brugge,RAEC Mons
2011/2012,3,0,RSC Anderlecht,Club Brugge KV
2011/2012,6,1,Standard de Liège,Beerschot AC
2011/2012,0,0,Sint-Truidense VV,KV Kortrijk
2011/2012,1,1,SV Zulte-Waregem,KRC Genk
2011/2012,1,1,Oud-Heverlee Leuven,Sporting Lokeren
2011/2012,4,1,KV Mechelen,RAEC Mons
2011/2012,2,1,Lierse SK,KAA Gent
2011/2012,3,1,KSV Cercle Brugge,KVC Westerlo
2011/2012,0,1,Club Brugge KV,KV Mechelen
2011/2012,2,1,KRC Genk,Sint-Truidense VV
2011/2012,0,0,KAA Gent,SV Zulte-Waregem
2011/2012,4,0,Beerschot AC,KSV Cercle Brugge
2011/2012,2,0,Sporting Lokeren,Lierse SK
2011/2012,0,1,KV Kortrijk,RSC Anderlecht
2011/2012,2,2,RAEC Mons,Oud-Heverlee Leuven
2011/2012,0,0,KVC Westerlo,Standard de Liège
2011/2012,3,0,Club Brugge KV,Sporting Lokeren
2011/2012,3,1,RSC Anderlecht,KAA Gent
2011/2012,2,1,Standard de Liège,RAEC Mons
2011/2012,0,3,Sint-Truidense VV,KVC Westerlo
2011/2012,0,2,Oud-Heverlee Leuven,KV Kortrijk
2011/2012,3,2,KV Mechelen,KRC Genk
2011/2012,2,2,Lierse SK,KSV Cercle Brugge
2011/2012,1,0,SV Zulte-Waregem,Beerschot AC
2011/2012,5,0,KRC Genk,Oud-Heverlee Leuven
2011/2012,6,0,KAA Gent,Sint-Truidense VV
2011/2012,0,0,Beerschot AC,RSC Anderlecht
2011/2012,3,2,Sporting Lokeren,KV Mechelen
2011/2012,0,0,KV Kortrijk,SV Zulte-Waregem
2011/2012,0,2,RAEC Mons,Club Brugge KV
2011/2012,0,2,KVC Westerlo,Lierse SK
2011/2012,0,1,KSV Cercle Brugge,Standard de Liège
2011/2012,5,1,Club Brugge KV,Beerschot AC
2011/2012,4,2,RSC Anderlecht,KRC Genk
2011/2012,0,1,Sint-Truidense VV,KSV Cercle Brugge
2011/2012,3,1,SV Zulte-Waregem,KVC Westerlo
2011/2012,3,1,Sporting Lokeren,RAEC Mons
2011/2012,0,0,KV Mechelen,KV Kortrijk
2011/2012,0,2,Lierse SK,Standard de Liège
2011/2012,2,3,Oud-Heverlee Leuven,KAA Gent
2011/2012,1,2,Standard de Liège,RSC Anderlecht
2011/2012,0,1,KRC Genk,Sporting Lokeren
2011/2012,1,3,KAA Gent,Club Brugge KV
2011/2012,3,2,Beerschot AC,Sint-Truidense VV
2011/2012,2,2,KV Kortrijk,RAEC Mons
2011/2012,2,1,Lierse SK,SV Zulte-Waregem
2011/2012,1,3,KVC Westerlo,Oud-Heverlee Leuven
2011/2012,1,0,KSV Cercle Brugge,KV Mechelen
2011/2012,2,1,Club Brugge KV,KV Kortrijk
2011/2012,3,1,RSC Anderlecht,KVC Westerlo
2011/2012,1,1,Sint-Truidense VV,Lierse SK
2011/2012,4,2,SV Zulte-Waregem,Standard de Liège
2011/2012,2,3,Oud-Heverlee Leuven,KSV Cercle Brugge
2011/2012,1,1,Sporting Lokeren,KAA Gent
2011/2012,2,1,KV Mechelen,Beerschot AC
2011/2012,1,2,RAEC Mons,KRC Genk
2011/2012,0,0,Standard de Liège,Sint-Truidense VV
2011/2012,3,0,KRC Genk,Club Brugge KV
2011/2012,2,1,Beerschot AC,Oud-Heverlee Leuven
2011/2012,2,5,KV Kortrijk,Sporting Lokeren
2011/2012,0,0,Lierse SK,RSC Anderlecht
2011/2012,1,3,KVC Westerlo,KV Mechelen
2011/2012,1,0,KSV Cercle Brugge,SV Zulte-Waregem
2011/2012,2,0,KAA Gent,RAEC Mons
2011/2012,1,0,Club Brugge KV,Standard de Liège
2011/2012,4,0,RSC Anderlecht,KSV Cercle Brugge
2011/2012,1,0,Sint-Truidense VV,SV Zulte-Waregem
2011/2012,0,0,Oud-Heverlee Leuven,Lierse SK
2011/2012,4,0,Sporting Lokeren,KVC Westerlo
2011/2012,3,2,KV Kortrijk,KRC Genk
2011/2012,0,2,KV Mechelen,KAA Gent
2011/2012,4,2,RAEC Mons,Beerschot AC
2011/2012,4,0,Standard de Liège,Oud-Heverlee Leuven
2011/2012,3,1,KAA Gent,KV Kortrijk
2011/2012,2,2,Beerschot AC,Sporting Lokeren
2011/2012,2,2,Sint-Truidense VV,RSC Anderlecht
2011/2012,2,0,SV Zulte-Waregem,KV Mechelen
2011/2012,1,1,Lierse SK,RAEC Mons
2011/2012,3,2,KVC Westerlo,KRC Genk
2011/2012,1,2,KSV Cercle Brugge,Club Brugge KV
2011/2012,1,0,Club Brugge KV,Oud-Heverlee Leuven
2011/2012,2,2,KRC Genk,SV Zulte-Waregem
2011/2012,3,1,KAA Gent,Standard de Liège
2011/2012,3,1,Beerschot AC,KVC Westerlo
2011/2012,0,1,Sporting Lokeren,RSC Anderlecht
2011/2012,2,0,KV Kortrijk,KSV Cercle Brugge
2011/2012,2,1,KV Mechelen,Lierse SK
2011/2012,4,2,RAEC Mons,Sint-Truidense VV
2011/2012,1,0,Club Brugge KV,Lierse SK
2011/2012,2,1,RSC Anderlecht,SV Zulte-Waregem
2011/2012,3,1,KRC Genk,KAA Gent
2011/2012,3,1,Oud-Heverlee Leuven,Sint-Truidense VV
2011/2012,1,0,Sporting Lokeren,KSV Cercle Brugge
2011/2012,2,0,KV Kortrijk,Beerschot AC
2011/2012,1,2,KV Mechelen,Standard de Liège
2011/2012,2,1,RAEC Mons,KVC Westerlo
2011/2012,3,1,Standard de Liège,KV Kortrijk
2011/2012,0,2,Sint-Truidense VV,Sporting Lokeren
2011/2012,1,1,SV Zulte-Waregem,Club Brugge KV
2011/2012,1,2,Oud-Heverlee Leuven,KV Mechelen
2011/2012,1,1,Lierse SK,Beerschot AC
2011/2012,2,3,KVC Westerlo,KAA Gent
2011/2012,3,2,KSV Cercle Brugge,KRC Genk
2011/2012,2,2,RSC Anderlecht,RAEC Mons
2011/2012,1,1,Club Brugge KV,RSC Anderlecht
2011/2012,0,0,KRC Genk,KV Mechelen
2011/2012,1,0,KAA Gent,Lierse SK
2011/2012,1,1,Beerschot AC,Standard de Liège
2011/2012,0,1,Sporting Lokeren,Oud-Heverlee Leuven
2011/2012,4,0,KV Kortrijk,Sint-Truidense VV
2011/2012,3,1,RAEC Mons,SV Zulte-Waregem
2011/2012,1,3,KVC Westerlo,KSV Cercle Brugge
2011/2012,2,0,RSC Anderlecht,KV Kortrijk
2011/2012,1,0,Standard de Liège,KVC Westerlo
2011/2012,3,4,Sint-Truidense VV,KRC Genk
2011/2012,1,3,SV Zulte-Waregem,KAA Gent
2011/2012,3,1,Oud-Heverlee Leuven,RAEC Mons
2011/2012,1,2,KV Mechelen,Club Brugge KV
2011/2012,2,1,KSV Cercle Brugge,Beerschot AC
2011/2012,1,1,Lierse SK,Sporting Lokeren
2011/2012,3,0,KRC Genk,Standard de Liège
2011/2012,0,1,KAA Gent,RSC Anderlecht
2011/2012,2,0,Beerschot AC,SV Zulte-Waregem
2011/2012,1,2,Sporting Lokeren,Club Brugge KV
2011/2012,2,0,KV Kortrijk,Oud-Heverlee Leuven
2011/2012,5,1,RAEC Mons,KV Mechelen
2011/2012,2,0,KVC Westerlo,Sint-Truidense VV
2011/2012,0,0,KSV Cercle Brugge,Lierse SK
2011/2012,2,1,Club Brugge KV,RAEC Mons
2011/2012,3,2,RSC Anderlecht,Beerschot AC
2011/2012,0,0,Standard de Liège,KSV Cercle Brugge
2011/2012,3,4,Sint-Truidense VV,KAA Gent
2011/2012,1,0,SV Zulte-Waregem,KV Kortrijk
2011/2012,1,1,Oud-Heverlee Leuven,KRC Genk
